id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-monolithic-grad_fire_fade_h,monolithic,grad_fire_fade_h,Specials,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":5,""simFlashScore"":13,""detail"":30,""mRange"":43,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_fire_vortex,monolithic,grad_fire_vortex,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":18,""simFlashScore"":13,""detail"":44,""mRange"":105,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_forest_canopy,monolithic,grad_forest_canopy,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":6,""simFlashScore"":13,""detail"":47,""mRange"":89,""rRange"":161,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_forest_night,monolithic,grad_forest_night,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":47,""mRange"":59,""rRange"":159,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_frostbite,monolithic,grad_frostbite,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":14,""detail"":41,""mRange"":92,""rRange"":153,""ccRange"":180,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_gold_vortex,monolithic,grad_gold_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":14,""detail"":35,""mRange"":91,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_golden_hour,monolithic,grad_golden_hour,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":49,""mRange"":61,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_golden_hour_h,monolithic,grad_golden_hour_h,Specials,47,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":6,""simFlashScore"":28,""detail"":52,""mRange"":87,""rRange"":159,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_graphite_amber,monolithic,grad_graphite_amber,Specials,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":5,""simFlashScore"":27,""detail"":32,""mRange"":50,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_graphite_vortex,monolithic,grad_graphite_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":13,""detail"":40,""mRange"":85,""rRange"":148,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_green_vortex,monolithic,grad_green_vortex,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":26,""detail"":36,""mRange"":63,""rRange"":151,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_honey_slate,monolithic,grad_honey_slate,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":49,""mRange"":61,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_honey_vortex,monolithic,grad_honey_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":14,""detail"":42,""mRange"":89,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ice_fire,monolithic,grad_ice_fire,Specials,47,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":30,""detail"":36,""mRange"":98,""rRange"":152,""ccRange"":178,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_indigo_vortex,monolithic,grad_indigo_vortex,Specials,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":6,""simFlashScore"":13,""detail"":31,""mRange"":57,""rRange"":150,""ccRange"":143,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_iron_blood,monolithic,grad_iron_blood,Specials,40,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":5,""simFlashScore"":14,""detail"":34,""mRange"":70,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ivory_cobalt,monolithic,grad_ivory_cobalt,Specials,48,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":13,""simFlashScore"":26,""detail"":46,""mRange"":87,""rRange"":169,""ccRange"":180,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ivory_vortex,monolithic,grad_ivory_vortex,Specials,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":6,""simFlashScore"":27,""detail"":32,""mRange"":67,""rRange"":148,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_jade_mist,monolithic,grad_jade_mist,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":12,""simFlashScore"":13,""detail"":45,""mRange"":87,""rRange"":168,""ccRange"":178,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_jade_vortex,monolithic,grad_jade_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":14,""detail"":36,""mRange"":68,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_lava_flow,monolithic,grad_lava_flow,Specials,45,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":6,""simFlashScore"":13,""detail"":49,""mRange"":94,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_lavender_dusk,monolithic,grad_lavender_dusk,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":5,""simFlashScore"":26,""detail"":41,""mRange"":64,""rRange"":153,""ccRange"":179,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_lavender_vortex,monolithic,grad_lavender_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":15,""detail"":33,""mRange"":89,""rRange"":148,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_magma,monolithic,grad_magma,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":5,""simFlashScore"":27,""detail"":38,""mRange"":76,""rRange"":128,""ccRange"":142,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_magma_h,monolithic,grad_magma_h,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":5,""simFlashScore"":27,""detail"":36,""mRange"":88,""rRange"":128,""ccRange"":142,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_maroon_vortex,monolithic,grad_maroon_vortex,Specials,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":13,""detail"":40,""mRange"":93,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_midnight_ember,monolithic,grad_midnight_ember,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":46,""mRange"":73,""rRange"":156,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_midnight_gold,monolithic,grad_midnight_gold,Specials,47,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":6,""simFlashScore"":26,""detail"":48,""mRange"":77,""rRange"":161,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_mint_purple,monolithic,grad_mint_purple,Specials,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":12,""simFlashScore"":16,""detail"":45,""mRange"":93,""rRange"":168,""ccRange"":180,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_mint_vortex,monolithic,grad_mint_vortex,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":26,""detail"":40,""mRange"":79,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_neon_rush,monolithic,grad_neon_rush,Specials,46,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":26,""detail"":48,""mRange"":73,""rRange"":157,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_neon_rush_h,monolithic,grad_neon_rush_h,Specials,47,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":6,""simFlashScore"":29,""detail"":47,""mRange"":81,""rRange"":161,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_neon_violet,monolithic,grad_neon_violet,Specials,48,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":11,""simFlashScore"":26,""detail"":49,""mRange"":93,""rRange"":168,""ccRange"":177,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_neon_violet_diag,monolithic,grad_neon_violet_diag,Specials,43,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":13,""detail"":44,""mRange"":54,""rRange"":156,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_neon_violet_vortex,monolithic,grad_neon_violet_vortex,Specials,40,heroBand,widen-spec-channel-spectrum,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":6,""simFlashScore"":13,""detail"":32,""mRange"":70,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_obsidian,monolithic,grad_obsidian,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":26,""detail"":42,""mRange"":47,""rRange"":156,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_obsidian_vortex,monolithic,grad_obsidian_vortex,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":26,""detail"":39,""mRange"":80,""rRange"":151,""ccRange"":143,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ocean_depths,monolithic,grad_ocean_depths,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":45,""mRange"":73,""rRange"":161,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ocean_depths_diag,monolithic,grad_ocean_depths_diag,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":5,""simFlashScore"":27,""detail"":40,""mRange"":46,""rRange"":155,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ocean_depths_h,monolithic,grad_ocean_depths_h,Specials,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":24,""pinFlashScore"":5,""simFlashScore"":14,""detail"":31,""mRange"":40,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_opal_vortex,monolithic,grad_opal_vortex,Specials,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":10,""simFlashScore"":14,""detail"":36,""mRange"":104,""rRange"":147,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_patriot,monolithic,grad_patriot,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":35,""pinFlashScore"":6,""simFlashScore"":13,""detail"":55,""mRange"":97,""rRange"":159,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_patriot_h,monolithic,grad_patriot_h,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":26,""pinFlashScore"":5,""simFlashScore"":27,""detail"":32,""mRange"":71,""rRange"":128,""ccRange"":142,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_patriot_vortex,monolithic,grad_patriot_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":13,""detail"":42,""mRange"":84,""rRange"":149,""ccRange"":143,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_peach_vortex,monolithic,grad_peach_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":14,""detail"":35,""mRange"":100,""rRange"":151,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_pewter_rose,monolithic,grad_pewter_rose,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":13,""detail"":37,""mRange"":94,""rRange"":148,""ccRange"":176,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_pewter_vortex,monolithic,grad_pewter_vortex,Specials,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":6,""simFlashScore"":15,""detail"":34,""mRange"":61,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_pink_vortex,monolithic,grad_pink_vortex,Specials,41,pinfield,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":13,""detail"":34,""mRange"":84,""rRange"":151,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_plum_dawn,monolithic,grad_plum_dawn,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":14,""detail"":44,""mRange"":77,""rRange"":167,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_plum_vortex,monolithic,grad_plum_vortex,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":29,""detail"":34,""mRange"":73,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_rose_gold,monolithic,grad_rose_gold,Specials,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":26,""detail"":42,""mRange"":62,""rRange"":156,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_rose_gold_h,monolithic,grad_rose_gold_h,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":6,""simFlashScore"":13,""detail"":52,""mRange"":91,""rRange"":159,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_rose_gold_vortex,monolithic,grad_rose_gold_vortex,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":10,""simFlashScore"":13,""detail"":39,""mRange"":99,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_rose_midnight,monolithic,grad_rose_midnight,Specials,41,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":5,""simFlashScore"":14,""detail"":39,""mRange"":77,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_rose_vortex,monolithic,grad_rose_vortex,Specials,44,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":14,""simFlashScore"":13,""detail"":38,""mRange"":100,""rRange"":149,""ccRange"":143,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ruby_vortex,monolithic,grad_ruby_vortex,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":13,""detail"":43,""mRange"":105,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sage_bronze,monolithic,grad_sage_bronze,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":6,""simFlashScore"":14,""detail"":48,""mRange"":83,""rRange"":156,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sage_vortex,monolithic,grad_sage_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":13,""detail"":36,""mRange"":74,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sapphire_ice,monolithic,grad_sapphire_ice,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":14,""detail"":47,""mRange"":59,""rRange"":157,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sapphire_vortex,monolithic,grad_sapphire_vortex,Specials,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":14,""detail"":36,""mRange"":95,""rRange"":148,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_shadow_vortex,monolithic,grad_shadow_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":13,""detail"":39,""mRange"":84,""rRange"":149,""ccRange"":143,""darkGlossPct"":100,""darkVoidPct"":0}"
